,Date,Ticker,Representative,Transaction,Amount,Range
10005,2020-03-03,LHCG, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
10006,2020-02-28,LHCG, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
10007,2019-03-07,LHCG, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
10008,2018-10-11,LHCG, John A. Yarmuth,Sale,100001.0,"$100,001-250,000"
10009,2018-09-25,LHCG, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
10010,2018-04-09,LHCG, John A. Yarmuth,Sale,250001.0,"$250,001-$1,000,000"
10011,2022-03-16,VALE, John Rutherford,Sale,1001.0,"$1,001-$15,000"
10012,2022-02-17,VALE, John Rutherford,Sale,1001.0,"$1,001-$15,000"
10013,2020-07-22,VALE, John Rutherford,Purchase,1001.0,"$1,001-$15,000"
10014,2020-06-22,VALE, John Rutherford,Purchase,1001.0,"$1,001-$15,000"
10015,2020-10-13,NEOG, Greg Gianforte,Sale,1001.0,"$1,001-$15,000"
10016,2019-06-24,NEOG, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
10017,2019-06-12,NEOG, Greg Gianforte,Purchase,100001.0,"$100,001-250,000"
10018,2021-05-26,SVC, Susie Lee,Sale,1001.0,"$1,001-$15,000"
10019,2021-05-21,SVC, Susie Lee,Sale,1001.0,"$1,001-$15,000"
10020,2021-01-08,SVC, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
10021,2020-12-29,SVC, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
10022,2019-06-24,FIBK, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
10023,2018-12-21,NMR, Greg Gianforte,Purchase,1001.0,"$1,001-$15,000"
10024,2018-11-19,NMR, Greg Gianforte,Sale,1001.0,"$1,001-$15,000"
10025,2019-05-14,EGY, Adam Kinzinger,Purchase,1001.0,"$1,001-$15,000"
10026,2019-06-24,G, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
10027,2019-04-03,G, Donna Shalala,Purchase,1001.0,"$1,001-$15,000"
10028,2019-03-19,G, Donna Shalala,Purchase,1001.0,"$1,001-$15,000"
10029,2018-12-21,G, Lamar Smith,Purchase,1001.0,"$1,001-$15,000"
10030,2023-01-31,ARWR, Daniel Goldman,Sale,1001.0,"$1,001-$15,000"
10031,2023-02-15,ARLP, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
10032,2022-12-09,ARLP, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
10033,2022-11-15,ARLP, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
10034,2022-07-28,ARLP, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
10035,2022-07-22,ARLP, Virginia Foxx,Purchase,15001.0,"$15,001-$50,000"
10036,2019-04-11,ARLP, Virginia Foxx,Sale,15001.0,"$15,001-$50,000"
10037,2019-02-01,ARLP, Virginia Foxx,Purchase,15001.0,"$15,001-$50,000"
10038,2018-11-14,ARLP, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
10039,2018-09-19,ARLP, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
10040,2018-08-15,ARLP, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
10041,2018-07-17,ARLP, Thomas Macarthur,Sale,15001.0,"$15,001-$50,000"
10042,2018-06-01,ARLP, Thomas Macarthur,Exchange,100001.0,"$100,001-250,000"
10043,2018-05-15,ARLP, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
10044,2018-09-18,IDTI, Gary Palmer,Sale,1001.0,"$1,001-$15,000"
10045,2018-09-18,IDTI, Gary Palmer,Sale,1001.0,"$1,001-$15,000"
10046,2022-08-03,MET, Kathy Manning,Sale,1001.0,"$1,001-$15,000"
10047,2022-07-20,MET, Kathy Manning,Purchase,1001.0,"$1,001-$15,000"
10048,2022-03-16,MET, John Rutherford,Sale,1001.0,"$1,001-$15,000"
10049,2021-09-17,MET, Marie Newman,Sale,1001.0,"$1,001-$15,000"
10050,2021-09-07,MET, Marie Newman,Purchase,1001.0,"$1,001-$15,000"
10051,2021-09-07,MET, Marie Newman,Purchase,1001.0,"$1,001-$15,000"
10052,2021-04-16,MET, Marie Newman,Sale,1001.0,"$1,001-$15,000"
10053,2021-04-05,MET, Marie Newman,Purchase,1001.0,"$1,001-$15,000"
10054,2021-02-19,MET, Marie Newman,Sale,1001.0,"$1,001-$15,000"
10055,2021-02-05,MET, Marie Newman,Purchase,1001.0,"$1,001-$15,000"
10056,2021-01-15,MET,Marie Newman,Sale,1001.0,"$1,001-$15,000"
10057,2021-01-11,MET,Marie Newman,Purchase,1001.0,"$1,001-$15,000"
10058,2020-11-20,MET, Joseph D. Morelle,Sale,1001.0,"$1,001-$15,000"
10059,2020-03-18,MET, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
10060,2020-02-25,MET, Thomas Suozzi,Sale,1001.0,"$1,001-$15,000"
10061,2020-02-20,MET, Mikie Sherrill,Sale,1001.0,"$1,001-$15,000"
10062,2020-01-07,MET, Thomas Suozzi,Purchase,1001.0,"$1,001-$15,000"
10063,2019-07-15,MET, Bill Flores,Purchase,15001.0,"$15,001-$50,000"
10064,2019-02-13,MET, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
10065,2019-01-23,MET, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
10066,2019-01-04,MET, Dean Phillips,Sale,15001.0,"$15,001-$50,000"
10067,2018-12-06,MET, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
10068,2018-07-25,MET, Thomas Suozzi,Sale,1001.0,"$1,001-$15,000"
10069,2018-07-12,MET, Gary Palmer,Purchase,1001.0,"$1,001-$15,000"
10070,2017-08-17,MET, Thomas Suozzi,Purchase,1001.0,"$1,001-$15,000"
10071,2017-07-17,MET, John Rutherford,Purchase,1001.0,"$1,001-$15,000"
10072,2021-05-26,CHGG, Susie Lee,Sale,1001.0,"$1,001-$15,000"
10073,2021-02-23,CHGG, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
10074,2021-02-17,CHGG, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
10075,2020-09-01,CHGG, Thomas Suozzi,Sale,15001.0,"$15,001-$50,000"
10076,2020-08-03,CHGG, Thomas Suozzi,Purchase,15001.0,"$15,001-$50,000"
10077,2020-06-15,CHGG, Thomas Suozzi,Purchase,1001.0,"$1,001-$15,000"
10078,2022-11-30,PLNT, Susie Lee,Sale,1001.0,"$1,001-$15,000"
10079,2021-07-13,PLNT, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
10080,2021-05-26,PLNT, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
10081,2021-03-10,PLNT, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
10082,2021-03-08,PLNT, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
10083,2020-10-20,PLNT, Tom Malinowski,Purchase,15001.0,"$15,001-$50,000"
10084,2020-08-10,PLNT, Tom Malinowski,Sale,15001.0,"$15,001-$50,000"
10085,2020-06-24,PLNT, Susie Lee,Sale,1001.0,"$1,001-$15,000"
10086,2020-05-19,PLNT, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
10087,2020-04-27,PLNT, Susie Lee,Sale,1001.0,"$1,001-$15,000"
10088,2020-04-03,PLNT, Susie Lee,Sale,1001.0,"$1,001-$15,000"
10089,2020-03-26,PLNT, Gilbert Cisneros,Sale,15001.0,"$15,001-$50,000"
10090,2020-02-24,PLNT, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
10091,2020-01-29,PLNT, Gilbert Cisneros,Purchase,15001.0,"$15,001-$50,000"
10092,2019-12-30,PLNT, Gilbert Cisneros,Sale,15001.0,"$15,001-$50,000"
10093,2019-08-14,PLNT, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
10094,2019-08-13,PLNT, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
10095,2019-08-07,PLNT, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
10096,2019-07-30,PLNT, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
10097,2019-07-29,PLNT, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
10098,2019-07-26,PLNT, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
10099,2019-06-24,PLNT, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
10100,2019-04-16,PLNT, Donna Shalala,Purchase,1001.0,"$1,001-$15,000"
10101,2019-04-03,PLNT, Donna Shalala,Purchase,1001.0,"$1,001-$15,000"
10102,2019-03-19,PLNT, Donna Shalala,Purchase,1001.0,"$1,001-$15,000"
10103,2019-03-13,PLNT, Susie Lee,Sale,1001.0,"$1,001-$15,000"
10104,2019-02-27,PLNT, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
10105,2019-01-16,PLNT, Susie Lee,Sale,1001.0,"$1,001-$15,000"
10106,2022-01-11,ZM, Marie Newman,Sale,15001.0,"$15,001-$50,000"
10107,2021-09-07,ZM, Marie Newman,Purchase,15001.0,"$15,001-$50,000"
10108,2021-06-18,ZM, Marie Newman,Sale,50001.0,"$50,001-$100,000"
10109,2021-02-11,ZM, Marie Newman,Purchase,15001.0,"$15,001-$50,000"
10110,2021-02-11,ZM, Marie Newman,Sale,15001.0,"$15,001-$50,000"
10111,2021-01-04,ZM,Marie Newman,Sale,15001.0,"$15,001-$50,000"
10112,2020-03-04,ZM, John Curtis,Purchase,1001.0,"$1,001-$15,000"
10113,2022-12-12,PR, Christopher L. Jacobs,Purchase,1001.0,"$1,001-$15,000"
10114,2019-09-11,CBL, Greg Gianforte,Sale,15001.0,"$15,001-$50,000"
10115,2018-12-21,CBL, Greg Gianforte,Purchase,50001.0,"$50,001-$100,000"
10116,2022-03-16,NTT, John Rutherford,Sale,1001.0,"$1,001-$15,000"
10117,2019-03-25,NTT, Nicholas Van Taylor,Sale,1001.0,"$1,001-$15,000"
10118,2019-02-05,NTT, Nicholas Van Taylor,Purchase,1001.0,"$1,001-$15,000"
10119,2022-02-11,FE, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
10120,2020-07-28,FE, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
10121,2020-07-22,FE, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
10122,2020-07-22,FE, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
10123,2020-07-15,FE, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
10124,2019-03-28,FE, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
10125,2019-03-06,FE, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
10126,2019-02-13,FE, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
10127,2019-01-23,FE, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
10128,2017-08-16,FE, John Rutherford,Sale,1001.0,"$1,001-$15,000"
10129,2022-09-28,PGR, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
10130,2022-03-09,PGR, John Curtis,Sale,1001.0,"$1,001-$15,000"
10131,2021-09-02,PGR, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
10132,2021-09-01,PGR, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
10133,2021-06-24,PGR, Josh Gottheimer,Purchase,15001.0,"$15,001-$50,000"
10134,2021-06-22,PGR, John Curtis,Sale,1001.0,"$1,001-$15,000"
10135,2021-06-02,PGR, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
10136,2021-05-27,PGR, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
10137,2021-05-26,PGR, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
10138,2021-03-24,PGR, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
10139,2021-03-17,PGR, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
10140,2021-03-10,PGR, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
10141,2021-02-18,PGR, Robert J. Wittman,Sale,1001.0,"$1,001-$15,000"
10142,2021-01-20,PGR, Cindy Axne,Purchase,1001.0,"$1,001-$15,000"
10143,2020-12-10,PGR, Cindy Axne,Purchase,1001.0,"$1,001-$15,000"
10144,2020-10-02,PGR, Robert J. Wittman,Purchase,1001.0,"$1,001-$15,000"
10145,2020-06-25,PGR, Cindy Axne,Purchase,1001.0,"$1,001-$15,000"
10146,2020-06-08,PGR, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
10147,2020-05-21,PGR, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
10148,2020-05-20,PGR, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
10149,2020-05-19,PGR, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
10150,2020-05-18,PGR, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
10151,2020-03-27,PGR, John Curtis,Purchase,1001.0,"$1,001-$15,000"
10152,2020-03-18,PGR, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
10153,2020-02-20,PGR, Mikie Sherrill,Sale,1001.0,"$1,001-$15,000"
10154,2019-11-06,PGR, Cindy Axne,Purchase,1001.0,"$1,001-$15,000"
10155,2019-11-06,PGR, Cindy Axne,Purchase,1001.0,"$1,001-$15,000"
10156,2019-06-19,PGR, Bradley S. Schneider,Sale,250001.0,"$250,001-$1,000,000"
10157,2019-05-24,PGR, Bradley S. Schneider,Purchase,100001.0,"$100,001-250,000"
10158,2019-03-22,PGR, Susie Lee,Sale,1001.0,"$1,001-$15,000"
10159,2019-03-20,PGR, Susie Lee,Sale,1001.0,"$1,001-$15,000"
10160,2019-03-11,PGR, Bradley S. Schneider,Purchase,100001.0,"$100,001-250,000"
10161,2018-11-20,PGR, Lamar Smith,Sale,1001.0,"$1,001-$15,000"
10162,2018-10-10,PGR, Lamar Smith,Sale,1001.0,"$1,001-$15,000"
10163,2018-06-20,PGR, Bradley S. Schneider,Sale,100001.0,"$100,001-250,000"
10164,2018-05-31,PGR, Lamar Smith,Sale,1001.0,"$1,001-$15,000"
10165,2018-05-16,PGR, Lamar Smith,Sale,1001.0,"$1,001-$15,000"
10166,2018-04-17,PGR, Bradley S. Schneider,Purchase,100001.0,"$100,001-250,000"
10167,2021-04-09,LAD, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
10168,2020-08-13,LAD, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
10169,2020-08-05,LAD, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
10170,2020-03-31,LAD, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
10171,2019-10-22,LAD, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
10172,2020-10-29,ABCB, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
10173,2020-10-16,ABCB, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
10174,2020-09-15,ABCB, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
10175,2020-04-23,ABCB, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
10176,2020-04-23,ABCB, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
10177,2022-11-30,MAT, Susie Lee,Sale,1001.0,"$1,001-$15,000"
10178,2021-01-28,MAT, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
10179,2020-12-08,MAT, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
10180,2020-09-18,MAT, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
10181,2020-06-23,MAT, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
10182,2019-05-13,MAT, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
10183,2019-02-04,MAT, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
10184,2019-01-04,MAT, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
10185,2021-02-16,TOL,Mr. Peter Meijer,Sale,1001.0,"$1,001-$15,000"
10186,2020-09-18,TOL, Susie Lee,Sale,1001.0,"$1,001-$15,000"
10187,2020-07-29,TOL, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
10188,2020-07-23,TOL, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
10189,2019-06-24,TOL, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
10190,2019-04-16,TOL, Donna Shalala,Purchase,1001.0,"$1,001-$15,000"
10191,2019-01-23,TOL, Donna Shalala,Purchase,1001.0,"$1,001-$15,000"
10192,2020-08-14,DOX, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
10193,2020-08-13,DOX, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
10194,2020-05-14,DOX, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
10195,2019-07-25,DOX, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
10196,2019-07-18,DOX, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
10197,2019-05-29,DOX, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
10198,2019-03-20,DOX, Earl Blumenauer,Sale,1001.0,"$1,001-$15,000"
10199,2019-02-27,DOX, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
10200,2018-07-17,DOX, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
10201,2022-02-28,TRNO, Donald Sternoff Beyer Jr.,Sale,15001.0,"$15,001-$50,000"
10202,2022-01-31,TRNO, Donald Sternoff Beyer Jr.,Purchase,1001.0,"$1,001-$15,000"
10203,2022-01-10,TRNO, Donald Sternoff Beyer Jr.,Purchase,1001.0,"$1,001-$15,000"
10204,2020-10-08,TRNO, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
10205,2020-07-14,TRNO, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
10206,2020-05-20,TRNO, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
10207,2020-05-01,TRNO, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
10208,2020-04-28,TRNO, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
10209,2020-04-28,TRNO, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
10210,2020-02-20,TRNO, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
10211,2020-01-24,TRNO, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
10212,2020-01-10,TRNO, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
10213,2019-12-23,TRNO, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
10214,2019-12-09,TRNO, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
10215,2019-11-22,TRNO, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
10216,2019-11-19,TRNO, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
10217,2022-03-07,CVNA, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
10218,2021-05-27,CVNA, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
10219,2021-03-12,CVNA, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
10220,2020-10-26,CVNA, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
10221,2020-10-22,CVNA, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
10222,2020-10-16,CVNA, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
10223,2020-09-15,CVNA, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
10224,2020-08-07,CVNA, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
10225,2022-02-14,ICUI, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
10226,2020-12-23,ICUI, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
10227,2020-12-21,ICUI, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
10228,2020-09-25,ICUI, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
10229,2020-09-24,ICUI, Gilbert Cisneros,Purchase,15001.0,"$15,001-$50,000"
10230,2020-09-23,ICUI, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
10231,2020-03-31,ICUI, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
10232,2019-08-15,ICUI, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
10233,2019-07-30,ICUI, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
10234,2019-07-26,ICUI, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
10235,2019-06-24,FII, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
10236,2019-05-15,FII, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
10237,2019-03-06,FII, Donna Shalala,Purchase,1001.0,"$1,001-$15,000"
10238,2019-02-20,FII, Donna Shalala,Purchase,1001.0,"$1,001-$15,000"
10239,2018-07-05,FII, Gary Palmer,Purchase,1001.0,"$1,001-$15,000"
10240,2021-09-20,CIBR, Thomas Suozzi,Sale,15001.0,"$15,001-$50,000"
10241,2021-06-03,CIBR, Thomas Suozzi,Purchase,15001.0,"$15,001-$50,000"
10242,2020-09-21,CIBR, K. Michael Conaway,Purchase,15001.0,"$15,001-$50,000"
10243,2018-08-03,CIBR, Barbara J  Comstock,Purchase,1001.0,"$1,001-$15,000"
10244,2021-03-31,GTN,Ashley Hinson Arenholz,Sale,1001.0,"$1,001-$15,000"
10245,2019-09-10,RCKY, Harley E. Rouda Jr.,Sale,100001.0,"$100,001-250,000"
10246,2019-04-05,RCKY, Harley E. Rouda Jr.,Sale,100001.0,"$100,001-250,000"
10247,2019-03-05,RCKY, Harley E. Rouda Jr.,Sale,250001.0,"$250,001-$1,000,000"
10248,2019-02-28,RCKY, Harley E. Rouda Jr.,Sale,100001.0,"$100,001-250,000"
10249,2019-02-11,RCKY, Harley E. Rouda Jr.,Purchase,50001.0,"$50,001-$100,000"
10250,2019-09-11,BRY, Greg Gianforte,Sale,15001.0,"$15,001-$50,000"
10251,2019-01-28,BRY, Greg Gianforte,Purchase,15001.0,"$15,001-$50,000"
10252,2021-08-12,HUN, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
10253,2021-02-16,HUN,Mr. Peter Meijer,Sale,1001.0,"$1,001-$15,000"
10254,2019-05-08,HUN, Bill Flores,Purchase,1001.0,"$1,001-$15,000"
10255,2019-03-25,HUN, Nicholas Van Taylor,Sale,1001.0,"$1,001-$15,000"
10256,2019-03-25,HUN, Bill Flores,Purchase,1001.0,"$1,001-$15,000"
10257,2019-01-11,HUN, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
10258,2019-01-10,HUN, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
10259,2018-12-20,HUN, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
10260,2022-02-15,SCHZ, Virginia Foxx,Sale,50001.0,"$50,001-$100,000"
10261,2020-03-02,ENS, Greg Gianforte,Purchase,15001.0,"$15,001-$50,000"
10262,2019-08-13,ENS, Greg Gianforte,Purchase,15001.0,"$15,001-$50,000"
10263,2019-07-31,ENS, Greg Gianforte,Purchase,50001.0,"$50,001-$100,000"
10264,2019-07-09,ENS, Greg Gianforte,Purchase,100001.0,"$100,001-250,000"
10265,2019-07-09,ENS, Greg Gianforte,Purchase,50001.0,"$50,001-$100,000"
10266,2022-03-16,SIEGY, John Rutherford,Sale,1001.0,"$1,001-$15,000"
10267,2022-03-14,SIEGY, Earl Blumenauer,Sale,1001.0,"$1,001-$15,000"
10268,2022-02-24,SIEGY, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
10269,2019-09-10,SIEGY, Greg Gianforte,Sale,1001.0,"$1,001-$15,000"
10270,2017-07-11,SIEGY, John Rutherford,Purchase,1001.0,"$1,001-$15,000"
10271,2020-10-16,CATY, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
10272,2020-09-15,CATY, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
10273,2019-06-24,CATY, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
10274,2019-03-25,CATY, Nicholas Van Taylor,Sale,1001.0,"$1,001-$15,000"
10275,2019-02-20,CATY, Donna Shalala,Purchase,1001.0,"$1,001-$15,000"
10276,2018-05-18,CATY, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
10277,2020-04-15,SSL, Greg Gianforte,Sale,1001.0,"$1,001-$15,000"
10278,2020-01-13,SSL, Greg Gianforte,Purchase,50001.0,"$50,001-$100,000"
10279,2020-01-10,SSL, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
10280,2019-12-11,SSL, Greg Gianforte,Sale,50001.0,"$50,001-$100,000"
10281,2019-12-10,SSL, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
10282,2019-10-11,SSL, Greg Gianforte,Purchase,50001.0,"$50,001-$100,000"
10283,2019-09-10,SSL, Greg Gianforte,Sale,1001.0,"$1,001-$15,000"
10284,2019-09-10,SSL, Greg Gianforte,Sale,15001.0,"$15,001-$50,000"
10285,2019-06-24,SSL, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
10286,2018-12-21,SSL, Greg Gianforte,Purchase,50001.0,"$50,001-$100,000"
10287,2018-11-20,SSL, Greg Gianforte,Sale,50001.0,"$50,001-$100,000"
10288,2021-04-09,NYT, Sara Jacobs,Sale,50001.0,"$50,001-$100,000"
10289,2021-02-16,NYT,Mr. Peter Meijer,Sale,15001.0,"$15,001-$50,000"
10290,2023-02-23,JPM, John Curtis,Sale,1001.0,"$1,001-$15,000"
10291,2023-02-15,JPM, Scott Mr Franklin,Sale,50001.0,"$50,001-$100,000"
10292,2023-02-13,JPM, William R. Keating,Purchase,1001.0,"$1,001-$15,000"
10293,2023-01-31,JPM, Kevin Hern,Sale,1001.0,"$1,001-$15,000"
10294,2023-01-31,JPM, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
10295,2022-12-20,JPM, John Curtis,Sale,1001.0,"$1,001-$15,000"
10296,2022-12-12,JPM, Christopher L. Jacobs,Sale,1001.0,"$1,001-$15,000"
10297,2022-11-08,JPM, Christopher L. Jacobs,Purchase,1001.0,"$1,001-$15,000"
10298,2022-10-31,JPM, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
10299,2022-10-12,JPM, Christopher L. Jacobs,Purchase,1001.0,"$1,001-$15,000"
10300,2022-07-31,JPM, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
10301,2022-07-27,JPM, Kathy Manning,Purchase,1001.0,"$1,001-$15,000"
10302,2022-07-27,JPM, Kathy Manning,Purchase,1001.0,"$1,001-$15,000"
10303,2022-07-27,JPM, Kathy Manning,Purchase,1001.0,"$1,001-$15,000"
10304,2022-07-15,JPM, Kathy Manning,Purchase,1001.0,"$1,001-$15,000"
10305,2022-05-17,JPM, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
10306,2022-05-12,JPM, Cindy Axne,Sale,1001.0,"$1,001-$15,000"
10307,2022-05-12,JPM, Cindy Axne,Sale,1001.0,"$1,001-$15,000"
10308,2022-05-12,JPM, Cindy Axne,Sale,1001.0,"$1,001-$15,000"
10309,2022-04-30,JPM, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
10310,2022-02-28,JPM, Donald Sternoff Beyer Jr.,Sale,1001.0,"$1,001-$15,000"
10311,2022-01-31,JPM, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
10312,2022-01-19,JPM, Marjorie Taylor Greene,Purchase,1001.0,"$1,001-$15,000"
10313,2021-12-28,JPM," Robert C. ""Bobby"" Scott",Sale,1001.0,"$1,001-$15,000"
